song,artist
That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers
Down In The Valley,Solomon Burke
That Greasy Kid Stuff,Janie Grant
I'm Hanging Up My Heart For You,Solomon Burke
Keep Your Hands In Your Pockets,The Playmates
Potato Peeler,Bobby Gregg and His Friends
"Don't Cry, Baby",Aretha Franklin
Dance With Mr. Domino,Fats Domino
Goodbye Dad,The Castle Sisters
I Love You,The Volume's
The One Who Really Loves You,Mary Wells
Any Day Now (My Wild Beautiful Bird),Chuck Jackson
I'll Try Something New,The Miracles
Theme From Ben Casey,Valjean on Piano
Dr. Ben Basey,Mickey Shorr and The Cutups
Follow That Dream,Elvis Presley
Why'd You Wanna Make Me Cry,Connie Stevens
Village Of Love,Nathaniel Mayer And The Fabulous Twilights
Keep Your Love Locked (Deep In Your Heart),Paul Petersen
Good Lover,Jimmy Reed
Where Have You Been (All My Life),Arthur Alexander
Born To Lose,Ray Charles
Second Hand Love,Connie Francis
Woman Is A Man's Best Friend,Teddy
Lovers Who Wander,Dion
So This Is Love,The Castells
Don't Play That Song (You Lied),Ben E. King
Tennessee,Jan
The Green Leaves Of Summer,Kenny Ball and his Jazzmen
You Should'a Treated Me Right,Ike
Dancin' The Strand,Maureen Gray
What Did Daddy Do,Shep And The Limelites
Twistin' Matilda (and the channel),Jimmy Soul
Teach Me Tonight,George Maharis
How Is Julie?,The Lettermen
I Sold My Heart To The Junkman,The Blue-Belles
Balboa Blue,The Marketts
Mashed Potato Time,Dee Dee Sharp
Shout! Shout! (Knock Yourself Out),Ernie Maresca
That Happy Feeling,Bert Kaempfert And His Orchestra
Oh My Angel,Bertha Tillman
Baby Elephant Walk,The Miniature Men
Shake A Hand,Ruth Brown
My Time For Cryin',Maxine Brown
Cry Myself To Sleep,Del Shannon
Soldier Boy,The Shirelles
Uptown,The Crystals
Lemon Tree,Peter
Everybody Loves Me But You,Brenda Lee
Night Train,James Brown And The Famous Flames
When I Get Thru With You (You'll Love Me Too),Patsy Cline
Hit Record,Brook Benton
My Real Name,Fats Domino
Queen Of My Heart,Rene And Ray
Doctor Feel-Good,Dr. Feelgood And The Interns
Adios Amigo,Jim Reeves
Scotch And Soda,The Kingston Trio
Lisa,Ferrante
Air Travel,Ray And Bob
Old Rivers,Walter Brennan
She Cried,Jay
Conscience,James Darren
Funny Way Of Laughin',Burl Ives
Tell Me,Dick and DeeDee
I Wish That We Were Married,Ronnie and The Hi-Lites
Caterina,Perry Como
How Can I Meet Her?,The Everly Brothers
Drummin' Up A Storm,Sandy Nelson
Lipstick Traces (On A Cigarette),Benny Spellman
Marianna,Johnny Mathis
Drum Stomp,Sandy Nelson
Johnny Angel,Shelley Fabares
P.T. 109,Jimmy Dean
Most People Get Married,Patti Page
Good Luck Charm,Elvis Presley
Moon River,Henry Mancini And His Orchestra
Count Every Star,Linda Scott
Number One Man,Bruce Channel
Shout - Part I,Joey Dee
If I Cried Every Time You Hurt Me,Wanda Jackson
Itty Bitty Pieces,James Ray
That's My Desire,Yvonne Baker and the Sensations
Meet Me At The Twistin' Place,Johnnie Morisette
Let Me Be The One,The Paris Sisters
"Twist, Twist Senora",Gary U.S. Bonds
You Are Mine,Frankie Avalon
Lover Please,Clyde McPhatter
Slow Twistin',Chubby Checker
(I was) Born To Cry,Dion
Soul Twist,King Curtis And The Noble Knights
Hearts,Jackie Wilson
I'll Take You Home,The Corsairs
I Found A Love,The Falcons
Love Can't Wait,Marty Robbins
Young World,Rick Nelson
Blues (Stay Away From Me),Ace Cannon
Dear One,Larry Finnegan
King Of Clowns,Neil Sedaka
Love Letters,Ketty Lester
I Will,Vic Dana
Johnny Jingo,Hayley Mills
Hide 'Nor Hair,Ray Charles and his Orchestra
Ginny Come Lately,Brian Hyland
What'd I Say (Part 1),Bobby Darin
She Can't Find Her Keys,Paul Petersen
The Jam - Part 1,Bobby Gregg and His Friends
Deep In The Heart Of Texas,Duane Eddy
Here Comes That Feelin',Brenda Lee
Imagine That,Patsy Cline
Dream,Dinah Washington
"Jane, Jane, Jane",The Kingston Trio
"Quando, Quando, Quando (Tell Me When)",Pat Boone
-twistin'-White Silver Sands,Bill Black's Combo
The John Birch Society,The Chad Mitchell Trio
Love Me Warm And Tender,Paul Anka
Cinderella,Jack Ross
Nut Rocker,B. Bumble
Twistin' The Night Away,Sam Cooke
At The Club,Ray Charles and his Orchestra
You Better Move On,Arthur Alexander
Two Of A Kind,Sue Thompson
Something's Got A Hold On Me,Etta James
Moments,Jennell Hawkins
Runaway,Lawrence Welk And His Orchestra
Stranger On The Shore,The Drifters
Memories Of Maria,Jerry Byrd
You're Nobody 'til Somebody Loves You,Dinah Washington
Operator,Gladys Knight And The Pips
Midnight In Moscow,Kenny Ball and his Jazzmen
Anything That's Part Of You,Elvis Presley
Let Me In,The Sensations
Dream Baby (How Long Must I Dream),Roy Orbison
You Talk About Love,Barbara George
Hey! Baby,Bruce Channel
The Big Draft,The Four Preps
Tra La La La La,Ike
Don't Break The Heart That Loves You,Connie Francis
Please Don't Ask About Barbara,Bobby Vee
What's Your Name,Don
Patricia - Twist,Perez Prado And His Orchestra
Thou Shalt Not Steal,John D. Loudermilk
(What A Sad Way) To Love Someone,Ral Donner
Walk On With The Duke,The Duke Of Earl
(I've Got) Bonnie,Bobby Rydell
Come Back Silly Girl,The Lettermen
Annie Get Your Yo-Yo,Little Junior Parker
When My Little Girl Is Smiling,The Drifters
Cry Baby Cry,The Angels
Patti Ann,Johnny Crawford
You Win Again,Fats Domino
The Ballad Of Thunder Road,Robert Mitchum
Lovesick Blues,Floyd Cramer
You Don't Miss Your Water,William Bell
Where Have All The Flowers Gone,The Kingston Trio
She's Got You,Patsy Cline
The Alvin Twist,The Chipmunks
Duke Of Earl,Gene Chandler
If A Woman Answers (Hang Up The Phone),Leroy Van Dyke
Chapel By The Sea,Billy Vaughn And His Orchestra
"Midnight Special, Part 1",Jimmy Smith
The Rains Came,Big Sambo and The House Wreckers
The White Rose Of Athens,David Carroll And His Orchestra
What Am I Supposed To Do,Ann-Margret
Lollipops And Roses,Jack Jones
I Found Love,Jackie Wilson
Who Will The Next Fool Be,Bobby Bland
Funny,Gene McDaniels
Her Royal Majesty,James Darren
Jamie,Eddie Holland
Tuff,Ace Cannon
Ev'rybody's Twistin',Frank Sinatra
March Of The Siamese Children,Kenny Ball and his Jazzmen
I'm On My Way,The Highwaymen
Sugar Blues,Ace Cannon
Doin' The Continental Walk,Danny
Shout - Part 1,The Isley Brothers
Cookin',Al Casey Combo
Smoky Places,The Corsairs
Percolator (Twist),Billy Joe
The Wanderer,Dion
Break It To Me Gently,Brenda Lee
Crying In The Rain,The Everly Brothers
Pop-Eye,Huey Smith
The Twist,Chubby Checker
Our Anniversary,Shep And The Limelites
A Girl Has To Know,The G-Clefs
Amor,Roger Williams
Smile,Ferrante
Honky-Tonk Man,Johnny Horton
Lover Come Back,Doris Day
Sweet Thursday,Johnny Mathis
I'm Blue (The Gong-Gong Song),The Ikettes
Dear Lady Twist,Gary U.S. Bonds
Cry To Me,Solomon Burke
Cotton Fields,The Highwaymen
My Boomerang Won't Come Back,Charlie Drake
Chip Chip,Gene McDaniels
Walk On The Wild Side,Brook Benton
He Knows I Love Him Too Much,The Paris Sisters
(Do The New) Continental,The Dovells
Yes Indeed,Pete Fountain
Ain't That Loving You,Bobby Bland
Nite Owl,Dukays
Pop-Eye Stroll,Mar-Keys
Play The Thing,Marlowe Morris Quintet
Drums Are My Beat,Sandy Nelson
Norman,Sue Thompson
"Hey, Let's Twist",Joey Dee
Baby It's You,The Shirelles
A Little Bitty Tear,Burl Ives
Peppermint Twist - Part I,Joey Dee
Twistin' Postman,The Marvelettes
I Know (You Don't Love Me No More),Barbara George
Afrikaan Beat,Bert Kaempfert And His Orchestra
La Paloma Twist,Chubby Checker
Surfin,The Beach Boys
Yessiree,Linda Scott
Roly Poly,Joey Dee
I'll See You In My Dreams,Pat Boone
Guitar Boogie Shuffle Twist,The Virtues
Stardust,Frank Sinatra
The Wonderful World Of The Young,Andy Williams
The Cajun Queen,Jimmy Dean
To A Sleeping Beauty,Jimmy Dean
Lizzie Borden,The Chad Mitchell Trio
That's My Pa,Sheb Wooley
What's So Good About Good-by,The Miracles
Mashed Potatoes (Part 1),Steve Alaimo
Bermuda,Linda Scott
Summertime,Rick Nelson
Teen Queen Of The Week,Freddy Cannon
Duchess Of Earl,Pearlettes
The Moon Was Yellow,Frank Sinatra
Can't Help Falling In Love,Elvis Presley
Chattanooga Choo Choo,Floyd Cramer
Town Without Pity,Gene Pitney
The Greatest Hurt,Jackie Wilson
Irresistible You,Bobby Darin
Ecstasy,Ben E. King
Dreamy Eyes,Johnny Tillotson
B'wa Nina (Pretty Girl),The Tokens
Shadrack,Brook Benton
Surfer's Stomp,The Marketts
She's Everything (I Wanted You To Be),Ral Donner
Pictures In The Fire,Pat Boone
Blue Water Line,The Brothers Four
Lose Her,Bobby Rydell
Tears And Laughter,Dinah Washington
Do You Know How To Twist,Hank Ballard
Ida Jane,Fats Domino
Baby It's Cold Outside,Ray Charles
"Aw Shucks, Hush Your Mouth",Jimmy Reed
My Melancholy Baby,The Marcels
Letter Full Of Tears,Gladys Knight And The Pips
Bandit Of My Dreams,Eddie Hodges
Let Me Call You Sweetheart,Timi Yuro
Oliver Twist,Rod McKuen
Love Is The Sweetest Thing,Saverio Saridis
"I Surrender, Dear",Aretha Franklin
Joey Baby,Anita
(Quarter To Four) Stomp,The Stompers
The Lion Sleeps Tonight,The Tokens
Multiplication,Bobby Darin
Run To Him,Bobby Vee
When I Fall In Love,The Lettermen
If You Gotta Make A Fool Of Somebody,James Ray
So Deep,Brenda Lee
The Birth Of The Beat,Sandy Nelson
Midnight,Johnny Gibson
"Shimmy, Shimmy Walk, Part 1",The Megatons
It's Magic,The Platters
I Can't Say Goodbye,Bobby Vee
Popeye Joe,Ernie K-Doe
Do-Re-Mi,Lee Dorsey
Twist-Her,Bill Black's Combo
Let There Be Drums,Sandy Nelson
Walk On By,Leroy Van Dyke
"Happy Birthday, Sweet Sixteen",Neil Sedaka
Unchain My Heart,Ray Charles and his Orchestra
Happy Jose (Ching-Ching),Jack Ross
Dear Ivan,Jimmy Dean
Go On Home,Patti Page
Funny How Time Slips Away,Jimmy Elledge
The Majestic,Dion
What's The Reason,Bobby Edwards
Strange,Patsy Cline
Grow Closer Together,The Impressions
Goodbye Cruel World,James Darren
Pocketful Of Miracles,Frank Sinatra
Turn On Your Love Light,Bobby Bland
Poor Fool,Ike
When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis
Small Sad Sam,Phil McLean
Flying Circle,Frank Slay And His Orchestra
Please Mr. Postman,The Marvelettes
I Could Have Loved You So Well,Ray Peterson
A Little Too Much,Clarence Henry
Let's Go,Floyd Cramer
Rough Lover,Aretha Franklin
Sugar Babe,Buster Brown
Rock-A-Hula Baby,Elvis Presley
Maria,Roger Williams
Let's Twist Again,Chubby Checker
There's No Other (Like My Baby),The Crystals
I Don't Know Why,Linda Scott
Moon River,Jerry Butler
There'll Be No Next Time,Jackie Wilson
Tears From An Angel,Troy Shondell
Twistin' All Night Long,Danny
A Little Bitty Tear,Wanda Jackson
Tequila Twist,The Champs
Revenge,Brook Benton
Jambalaya (On The Bayou),Fats Domino
Gypsy Woman,The Impressions
'Til,The Angels
Walkin' With My Angel,Bobby Vee
Let's Go Trippin',Dick Dale and The Del-Tones
Just Got To Know,Jimmy McCracklin
I Told The Brook,Marty Robbins
The Door Is Open,Tommy Hunt
Portrait Of A Fool,Conway Twitty
Little Altar Boy,Vic Dana
Hey! Little Girl,Del Shannon
Johnny Will,Pat Boone
"Turn Around, Look At Me",Glen Campbell
Up A Lazy River,Si Zentner And His Orchestra
Your Ma Said You Cried In Your Sleep Last Night,Kenny Dino
But On The Other Hand Baby,Ray Charles and his Orchestra
Big Bad John,Jimmy Dean
I Need Some One,The Belmonts
The Lost Penny,Brook Benton
Room Full Of Tears,The Drifters
The Basie Twist,Count Basie
A Sunday Kind Of Love,Jan
Tonight,Ferrante
"Well, I Told You",The Chantels
Just Out Of Reach (Of My Two Open Arms),Solomon Burke
The Gypsy Rover,The Highwaymen
Baby's First Christmas,Connie Francis
Pop Goes The Weasel,Anthony Newley
Unsquare Dance,The Dave Brubeck Quartet
Island In The Sky,Troy Shondell
Searching,Jack Eubanks
The Comancheros,Claude King
Lonesome Number One,Don Gibson
Fool #1,Brenda Lee
Soothe Me,Sims Twins
I Understand (Just How You Feel),The G-Clefs
Language Of Love,John D. Loudermilk
Please Come Home For Christmas,Charles Brown
Maria,Johnny Mathis
It's All Because,Linda Scott
Crazy,Patsy Cline
Pushin' Your Luck,Sleepy King
The Twist,Ernie Freeman
The Waltz You Saved For Me,Ferlin Husky
The Little Drummer Boy,The Jack Halloran Singers
Motorcycle,Tico And The Triumphs
Drown In My Own Tears,Don Shirley
Runaround Sue,Dion
September In The Rain,Dinah Washington
Bristol Stomp,The Dovells
Heartaches,The Marcels
Tower Of Strength,Gene McDaniels
Twistin' U.S.A.,Chubby Checker
The Peppermint Twist,Danny Peppermint and the Jumping Jacks
Free Me,Johnny Preston
Santa & The Touchables,Dickie Goodman
Ev'rybody's Cryin',Jimmie Beaumont
The Fly,Chubby Checker
You're The Reason,Bobby Edwards
In The Middle Of A Heartache,Wanda Jackson
It's Too Soon To Know,Etta James
Three Steps From The Altar,Shep And The Limelites
"Never, Never",The Jive Five
Tennessee Flat-Top Box,Johnny Cash
Seven Day Fool,Etta James
Everybody's Gotta Pay Some Dues,The Miracles
You Don't Have To Be A Tower Of Strength,Gloria Lynne
I Love How You Love Me,The Paris Sisters
This Time,Troy Shondell
A Wonder Like You,Rick Nelson
I Wanna Thank You,Bobby Rydell
Tonight,Eddie Fisher
Foot Stomping - Part 1,The Flares
Smile,Timi Yuro
"God, Country And My Baby",Johnny Burnette
I Hear You Knocking,Fats Domino
Sometime,Gene Thomas
Happy Times (Are Here To Stay),Tony Orlando
Losing Your Love,Jim Reeves
(How Can I Write On Paper) What I Feel In My Heart,Jim Reeves
She Really Loves You,Timi Yuro
Sad Movies (Make Me Cry),Sue Thompson
Hit The Road Jack,Ray Charles and his Orchestra
Everlovin',Rick Nelson
Rock-A-Bye Your Baby With A Dixie Melody,Aretha Franklin
Let's Get Together,Hayley Mills and Hayley Mills
Ya Ya,Lee Dorsey
I Cried My Last Tear,Ernie K-Doe
A Certain Girl,Ernie K-Doe
Danny Boy,Andy Williams
What A Walk,Bobby Lewis
You're Following Me,Perry Como
It Do Me So Good,Ann-Margret
Walkin' Back To Happiness,Helen Shapiro
Crying,Roy Orbison
Under The Moon Of Love,Curtis Lee
Anybody But Me,Brenda Lee
Candy Man,Roy Orbison
Big John,The Shirelles
The Way I Am,Jackie Wilson
Take Five,The Dave Brubeck Quartet
On Bended Knees,Clarence Henry
My Heart Belongs To Only You,Jackie Wilson
The Bridge Of Love,Joe Dowell
The Way You Look Tonight,The Lettermen
Blue Moon,The Ventures
I'll Be Seeing You,Frank Sinatra
I'll Never Stop Wanting You,Brian Hyland
I Wonder (If Your Love Will Ever Belong To Me),The Pentagons
Steps 1 And 2,Jack Scott
Greetings (This is Uncle Sam),Valadiers
Young Boy Blues,Ben E. King
Sweets For My Sweet,The Drifters
(He's My) Dreamboat,Connie Francis
So Long Baby,Del Shannon
Please Don't Go,Ral Donner
School Is In,Gary U.S. Bonds
What A Party,Fats Domino
I Really Love You,The Stereos
Mexico,Bob Moore and His Orch.
For Me And My Gal,Freddy Cannon
Somewhere Along The Way,Steve Lawrence
Stick Shift,Duals
Love (I'm So Glad) I Found You,The Spinners
Don't Blame Me,The Everly Brothers
Look In My Eyes,The Chantels
You Must Have Been A Beautiful Baby,Bobby Darin
Take Good Care Of My Baby,Bobby Vee
Little Sister,Elvis Presley
Morning After,Mar-Keys
Bright Lights Big City,Jimmy Reed
Come September,Billy Vaughn And His Orchestra
Fly By Night,Andy Williams
The Door To Paradise,Bobby Rydell
Hollywood,Connie Francis
The Mountain's High,Dick and DeeDee
My True Story,The Jive Five
Movin',Bill Black's Combo
(Marie's The Name) His Latest Flame,Elvis Presley
Missing You,Ray Peterson
Berlin Melody,Billy Vaughn And His Orchestra
Your Last Goodbye,Floyd Cramer
It's Gonna Work Out Fine,Ike
It's Your World,Marty Robbins
Human,Tommy Hunt
Sad Movies (Make Me Cry),The Lennon Sisters
Broken Heart And A Pillow Filled With Tears,Patti Page
Just Because,The McGuire Sisters
It's Just A House Without You,Brook Benton
(He's) The Great Impostor,The Fleetwoods
One Track Mind,Bobby Lewis
Bless You,Tony Orlando
Michael,The Highwaymen
Without You,Johnny Tillotson
The Astronaut (Parts 1 & 2),Jose Jimenez
Don't Get Around Much Anymore,The Belmonts
Don't Cry No More,Bobby Bland
Tonight I Won't Be There,Adam Wade
Backtrack,Faron Young
Why Not Now,Matt Monro
"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann
Here Comes The Night,Ben E. King
Let True Love Begin,Nat King Cole
More Money For You And Me,The Four Preps
Wasn't The Summer Short?,Johnny Mathis
Muskrat,The Everly Brothers
I Apologize,Timi Yuro
Who Can I Count On,Patsy Cline
Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group
Let Me Belong To You,Brian Hyland
Water Boy,Don Shirley Trio
Big Cold Wind,Pat Boone
When We Get Married,The Dreamlovers
You Don't Know What It Means,Jackie Wilson
Back To The Hop,Danny
Rockin' Bicycle,Fats Domino
Late Date,The Parkays
Guilty Of Loving You,Jerry Fuller
Make Believe Wedding,The Castells
A Little Bit Of Soap,The Jarmels
Hurt,Timi Yuro
Wooden Heart,Joe Dowell
I Wake Up Crying,Chuck Jackson
I Just Don't Understand,Ann-Margret
Sweet Little You,Neil Sedaka
Cinderella,Paul Anka
For Sentimental Reasons,The Cleftones
Frankie And Johnny,Brook Benton
Lover's Island,The Blue Jays
Kissin' On The Phone,Paul Anka
Riders In The Sky,Lawrence Welk His Orchestra And Chorus
Laugh,The Velvets
Honky Train,Bill Black's Combo
Hang On,Floyd Cramer
Image - Part 1,Hank Levine And Orchestra
Last Night,Mar-Keys
School Is Out,Gary U.S. Bonds
Don't Bet Money Honey,Linda Scott
I Fall To Pieces,Patsy Cline
Amor,Ben E. King
Let The Four Winds Blow,Fats Domino
Juke Box Saturday Night,Nino
Magic Moon (Clair De Lune),The Rays
"Music, Music, Music",The Sensations
Magic Is The Night,Kathy Young
"True, True Love",Frankie Avalon
Pocketful Of Rainbows,Deane Hawley
Linda,Adam Wade
Impossible,Gloria Lynne
You Don't Know What You've Got (Until You Lose It),Ral Donner
Years From Now,Jackie Wilson
Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant T,Ray Stevens
As If I Didn't Know,Adam Wade
Tossin' And Turnin',Bobby Lewis
Wizard Of Love,The Ly - Dells
Every Breath I Take,Gene Pitney
Nag,The Halos
Baby You're So Fine,Mickey
My Blue Heaven,Duane Eddy And The Rebels
A Little Dog Cried,Jimmie Rodgers
I Don't Like It Like That,The Bobbettes
Roll Over Beethoven,The Velaires
Summer Souvenirs,Karl Hammel
Faraway Star,The Chordettes
It's All Right,Sam Cooke
Johnny Willow,Fred Darian
I'll Never Smile Again,The Platters
"Don't Cry, Baby",Etta James
"I Like It Like That, Part 1",Chris Kenner
Sea Of Heartbreak,Don Gibson
I Dreamed Of A Hill-Billy Heaven,Tex Ritter
Transistor Sister,Freddy Cannon
Night Train,Richard Hayman And His Orchestra
My Dream Come True,Jack Scott
Keep On Dancing,Hank Ballard And The Midnighters
Take My Love (I Want To Give It All To You),Little Willie John
Anniversary Of Love,The Caslons
"Signed, Sealed And Delivered",Rusty Draper
Girl In My Dreams,The Capris
Dear Mr. D.J. Play It Again,Tina Robin
I Love You Yes I Do,Bull Moose Jackson
Panic,Otis Williams And His Charms
I'm Gonna Knock On Your Door,Eddie Hodges
Pretty Little Angel Eyes,Curtis Lee
"Baby, You're Right",James Brown And The Famous Flames
Now And Forever,Bert Kaempfert And His Orchestra
"Starlight, Starbright",Linda Scott
I Don't Want To Take A Chance,Mary Wells
Lonely Street,Clarence Henry
I'm A Telling You,Jerry Butler
Romeo,Janie Grant
Donald Where's Your Troosers?,Andy Stewart
Starlight,The Preludes Five
(Theme From) Silver City,The Ventures
"Well-A, Well-A",Shirley
I Can't Take It,Mary Ann Fisher
Pitter-Patter,The Four Sportsmen
Dum Dum,Brenda Lee
Together,Connie Francis
Back Beat No. 1,The Rondels
Princess,Frank Gari
San-Ho-Zay,Freddy King
Nothing But Good,Hank Ballard And The Midnighters
"Big River, Big Man",Claude King
You're The Reason,Joe South
Right Or Wrong,Wanda Jackson
Never On Sunday,The Chordettes
One Summer Night,The Diamonds
I'll Be There,Damita Jo
Hats Off To Larry,Del Shannon
Hully Gully Again,Little Caesar and The Romans
A Thing Of The Past,The Shirelles
Teardrops In My Heart,Joe Barry
My Kind Of Girl,Matt Monro
